tracker_id,enabled_notification_types,on_right_hand,clock_face,enable_inactivity_alerts,last_updated_ia_time,last_reboot_time,payments_enabled,last_successful_wifi_connection_time,last_successful_wifi_connectionipv4addr,last_successful_wifi_connectionipv6addr,last_successful_wifi_connectionssid,live_data_disabled
1796126476,"[INCOMING_CALL, TEXT_MESSAGE, APP_NOTIFICATIONS, CALENDAR]",false,,,,,false,2021-09-22T11:35:58.000Z,/192.168.0.104,,dlink-E9D3,
