wire_id,device_type,serial_number,enabled,fw_version
095A58360D2C,Sense,,false,APP44.128.5.49 BSL44.1.15 PERIPH|BT_RADIO|1.6.49|0 PERIPH|GPS|2004.2500.0|0 PERIPH|TOUCH|5.10.0|5 PERIPH|WIFI|2000.0.11|0 PERIPH|BT_NFC|63.0.23|0 PERIPH|SNSR_HUB|0.3.0|0 PERIPH|DSP|1.0.26|0 PERIPH|CODEC|0.0.8|0 PERIPH|HAPTICS|1.0.10|0
