date_time,heart_zone_id,total_minutes
2021-06-01T09:51,FAT_BURN,1
2021-06-01T09:52,FAT_BURN,1
2021-06-01T09:53,FAT_BURN,1
2021-06-01T09:54,FAT_BURN,1
2021-06-01T10:06,FAT_BURN,1
2021-06-01T10:07,FAT_BURN,1
2021-06-01T10:08,FAT_BURN,1
2021-06-01T10:09,FAT_BURN,1
2021-06-01T10:10,FAT_BURN,1
2021-06-01T10:11,FAT_BURN,1
2021-06-01T10:12,FAT_BURN,1
2021-06-01T10:13,FAT_BURN,1
2021-06-01T10:14,FAT_BURN,1
2021-06-01T10:15,FAT_BURN,1
2021-06-01T10:16,FAT_BURN,1
2021-06-01T10:17,FAT_BURN,1
2021-06-01T10:18,FAT_BURN,1
2021-06-01T10:19,FAT_BURN,1
2021-06-01T10:20,FAT_BURN,1
2021-06-01T10:21,FAT_BURN,1
2021-06-01T10:22,FAT_BURN,1
2021-06-01T10:23,FAT_BURN,1
2021-06-01T10:24,FAT_BURN,1
2021-06-01T10:25,FAT_BURN,1
2021-06-01T10:26,FAT_BURN,1
2021-06-01T14:30,FAT_BURN,1
2021-06-01T14:31,FAT_BURN,1
2021-06-01T14:32,FAT_BURN,1
2021-06-01T14:33,FAT_BURN,1
2021-06-01T14:34,FAT_BURN,1
2021-06-01T18:07,FAT_BURN,1
2021-06-01T18:08,FAT_BURN,1
2021-06-01T18:09,FAT_BURN,1
2021-06-01T18:10,FAT_BURN,1
2021-06-01T18:12,FAT_BURN,1
2021-06-01T18:13,FAT_BURN,1
2021-06-01T18:14,FAT_BURN,1
2021-06-01T18:15,FAT_BURN,1
2021-06-01T18:16,FAT_BURN,1
2021-06-01T18:17,FAT_BURN,1
2021-06-01T18:18,FAT_BURN,1
2021-06-01T18:19,FAT_BURN,1
2021-06-01T18:20,FAT_BURN,1
2021-06-01T18:21,FAT_BURN,1
2021-06-01T18:22,FAT_BURN,1
2021-06-01T18:23,FAT_BURN,1
2021-06-01T18:24,FAT_BURN,1
2021-06-01T18:25,FAT_BURN,1
2021-06-01T18:26,FAT_BURN,1
2021-06-01T18:27,FAT_BURN,1
2021-06-01T18:28,FAT_BURN,1
2021-06-01T18:29,FAT_BURN,1
2021-06-01T18:30,FAT_BURN,1
2021-06-01T18:31,FAT_BURN,1
2021-06-01T18:32,FAT_BURN,1
2021-06-01T18:33,FAT_BURN,1
2021-06-01T18:34,FAT_BURN,1
2021-06-01T18:35,FAT_BURN,1
2021-06-01T18:36,FAT_BURN,1
2021-06-01T18:37,FAT_BURN,1
2021-06-01T18:38,FAT_BURN,1
2021-06-01T18:39,FAT_BURN,1
2021-06-01T18:40,FAT_BURN,1
2021-06-01T18:41,FAT_BURN,1
2021-06-01T18:42,FAT_BURN,1
2021-06-01T18:43,FAT_BURN,1
2021-06-01T18:44,FAT_BURN,1
2021-06-01T18:45,FAT_BURN,1
2021-06-01T18:46,FAT_BURN,1
2021-06-01T18:47,FAT_BURN,1
2021-06-01T18:48,FAT_BURN,1
2021-06-01T22:10,FAT_BURN,1
2021-06-01T22:12,FAT_BURN,1
2021-06-01T22:13,FAT_BURN,1
2021-06-01T22:14,FAT_BURN,1
2021-06-01T22:15,FAT_BURN,1
2021-06-01T22:21,FAT_BURN,1
2021-06-01T22:22,FAT_BURN,1
2021-06-01T22:23,FAT_BURN,1
2021-06-01T22:24,FAT_BURN,1
2021-06-01T22:25,FAT_BURN,1
2021-06-01T22:26,FAT_BURN,1
2021-06-01T23:53,FAT_BURN,1
2021-06-01T23:54,FAT_BURN,1
2021-06-01T23:55,FAT_BURN,1
2021-06-02T02:03,FAT_BURN,1
2021-06-02T12:29,FAT_BURN,1
2021-06-02T14:05,FAT_BURN,1
2021-06-02T14:54,FAT_BURN,1
2021-06-02T14:56,FAT_BURN,1
2021-06-02T14:57,FAT_BURN,1
2021-06-02T14:58,FAT_BURN,1
2021-06-02T14:59,FAT_BURN,1
2021-06-02T15:00,FAT_BURN,1
2021-06-02T15:01,FAT_BURN,1
2021-06-02T15:02,FAT_BURN,1
2021-06-02T15:03,FAT_BURN,1
2021-06-02T15:05,FAT_BURN,1
2021-06-02T15:06,FAT_BURN,1
2021-06-02T15:07,FAT_BURN,1
2021-06-02T15:08,FAT_BURN,1
2021-06-02T15:09,FAT_BURN,1
2021-06-02T15:10,FAT_BURN,1
2021-06-02T15:11,FAT_BURN,1
2021-06-02T15:13,FAT_BURN,1
2021-06-02T15:14,FAT_BURN,1
2021-06-02T15:16,FAT_BURN,1
2021-06-02T15:17,FAT_BURN,1
2021-06-02T15:18,FAT_BURN,1
2021-06-02T15:19,FAT_BURN,1
2021-06-02T15:46,FAT_BURN,1
2021-06-02T17:07,FAT_BURN,1
2021-06-02T17:16,FAT_BURN,1
2021-06-02T17:17,FAT_BURN,1
2021-06-02T17:18,FAT_BURN,1
2021-06-02T17:19,FAT_BURN,1
2021-06-02T17:20,FAT_BURN,1
2021-06-03T08:02,FAT_BURN,1
2021-06-03T08:03,FAT_BURN,1
2021-06-03T08:04,FAT_BURN,1
2021-06-03T08:05,FAT_BURN,1
2021-06-03T08:14,FAT_BURN,1
2021-06-03T08:15,FAT_BURN,1
2021-06-03T10:34,FAT_BURN,1
2021-06-03T10:35,FAT_BURN,1
2021-06-03T10:36,FAT_BURN,1
2021-06-03T10:37,FAT_BURN,1
2021-06-03T10:38,FAT_BURN,1
2021-06-03T10:39,FAT_BURN,1
2021-06-03T10:40,FAT_BURN,1
2021-06-03T10:41,FAT_BURN,1
2021-06-03T10:42,FAT_BURN,1
2021-06-03T10:43,FAT_BURN,1
2021-06-03T10:44,FAT_BURN,1
2021-06-03T10:45,FAT_BURN,1
2021-06-03T10:46,FAT_BURN,1
2021-06-03T10:47,FAT_BURN,1
2021-06-03T10:48,FAT_BURN,1
2021-06-03T10:49,FAT_BURN,1
2021-06-03T10:50,FAT_BURN,1
2021-06-03T10:51,FAT_BURN,1
2021-06-03T10:52,FAT_BURN,1
2021-06-03T10:53,FAT_BURN,1
2021-06-03T10:54,FAT_BURN,1
2021-06-03T10:55,FAT_BURN,1
2021-06-03T10:56,FAT_BURN,1
2021-06-03T10:57,FAT_BURN,1
2021-06-03T10:58,FAT_BURN,1
2021-06-03T10:59,FAT_BURN,1
2021-06-03T11:00,FAT_BURN,1
2021-06-03T11:01,FAT_BURN,1
2021-06-03T11:02,FAT_BURN,1
2021-06-03T11:03,FAT_BURN,1
2021-06-03T11:04,FAT_BURN,1
2021-06-03T11:05,FAT_BURN,1
2021-06-03T11:10,FAT_BURN,1
2021-06-03T11:11,FAT_BURN,1
2021-06-03T17:07,FAT_BURN,1
2021-06-03T17:08,FAT_BURN,1
2021-06-03T17:09,FAT_BURN,1
2021-06-03T17:22,FAT_BURN,1
2021-06-03T17:23,FAT_BURN,1
2021-06-03T17:24,FAT_BURN,1
2021-06-03T17:25,FAT_BURN,1
2021-06-03T17:26,FAT_BURN,1
2021-06-03T17:27,FAT_BURN,1
2021-06-03T17:28,FAT_BURN,1
2021-06-03T17:29,FAT_BURN,1
2021-06-03T20:56,FAT_BURN,1
2021-06-03T20:58,FAT_BURN,1
2021-06-03T20:59,FAT_BURN,1
2021-06-03T21:00,FAT_BURN,1
2021-06-03T21:02,FAT_BURN,1
2021-06-03T21:04,FAT_BURN,1
2021-06-03T21:05,FAT_BURN,1
2021-06-04T12:49,FAT_BURN,1
2021-06-04T12:53,FAT_BURN,1
2021-06-04T12:54,FAT_BURN,1
2021-06-04T12:55,FAT_BURN,1
2021-06-04T12:56,FAT_BURN,1
2021-06-04T12:57,FAT_BURN,1
2021-06-05T09:41,FAT_BURN,1
2021-06-05T09:47,FAT_BURN,1
2021-06-05T10:11,FAT_BURN,1
2021-06-05T10:12,FAT_BURN,1
2021-06-05T10:13,FAT_BURN,1
2021-06-05T10:21,FAT_BURN,1
2021-06-05T10:22,FAT_BURN,1
2021-06-05T10:23,FAT_BURN,1
2021-06-05T10:24,FAT_BURN,1
2021-06-05T10:25,FAT_BURN,1
2021-06-05T13:15,FAT_BURN,1
2021-06-05T13:16,FAT_BURN,1
2021-06-05T14:01,FAT_BURN,1
2021-06-05T14:02,FAT_BURN,1
2021-06-07T09:26,FAT_BURN,1
2021-06-07T09:27,FAT_BURN,1
2021-06-07T09:28,FAT_BURN,1
2021-06-07T09:29,FAT_BURN,1
2021-06-07T09:30,FAT_BURN,1
2021-06-07T09:31,FAT_BURN,1
2021-06-07T09:32,FAT_BURN,1
2021-06-07T09:33,FAT_BURN,1
2021-06-07T09:34,FAT_BURN,1
2021-06-07T09:35,FAT_BURN,1
2021-06-07T09:36,FAT_BURN,1
2021-06-07T09:37,FAT_BURN,1
2021-06-07T09:38,CARDIO,2
2021-06-07T09:39,FAT_BURN,1
2021-06-07T09:40,FAT_BURN,1
2021-06-07T09:41,CARDIO,2
2021-06-07T09:42,CARDIO,2
2021-06-07T09:43,CARDIO,2
2021-06-07T09:44,FAT_BURN,1
2021-06-07T09:45,FAT_BURN,1
2021-06-07T09:46,FAT_BURN,1
2021-06-07T09:47,FAT_BURN,1
2021-06-07T09:48,FAT_BURN,1
2021-06-07T09:49,FAT_BURN,1
2021-06-07T09:50,FAT_BURN,1
2021-06-07T09:51,FAT_BURN,1
2021-06-07T09:52,FAT_BURN,1
2021-06-07T09:53,FAT_BURN,1
2021-06-07T09:54,FAT_BURN,1
2021-06-07T09:55,FAT_BURN,1
2021-06-07T09:56,FAT_BURN,1
2021-06-07T09:57,FAT_BURN,1
2021-06-07T09:58,FAT_BURN,1
2021-06-07T09:59,FAT_BURN,1
2021-06-07T10:00,FAT_BURN,1
2021-06-07T10:01,FAT_BURN,1
2021-06-07T10:02,FAT_BURN,1
2021-06-07T10:03,FAT_BURN,1
2021-06-07T10:58,FAT_BURN,1
2021-06-07T10:59,FAT_BURN,1
2021-06-07T11:00,FAT_BURN,1
2021-06-07T11:02,FAT_BURN,1
2021-06-07T18:08,FAT_BURN,1
2021-06-07T18:09,FAT_BURN,1
2021-06-07T18:10,FAT_BURN,1
2021-06-07T18:11,FAT_BURN,1
2021-06-07T18:12,FAT_BURN,1
2021-06-07T18:13,FAT_BURN,1
2021-06-07T18:14,FAT_BURN,1
2021-06-07T18:29,FAT_BURN,1
2021-06-07T18:30,FAT_BURN,1
2021-06-07T18:33,FAT_BURN,1
2021-06-07T18:34,FAT_BURN,1
2021-06-07T18:35,FAT_BURN,1
2021-06-07T18:36,FAT_BURN,1
2021-06-07T18:37,FAT_BURN,1
2021-06-08T10:01,FAT_BURN,1
2021-06-08T10:02,FAT_BURN,1
2021-06-08T10:03,FAT_BURN,1
2021-06-08T10:04,FAT_BURN,1
2021-06-08T10:05,FAT_BURN,1
2021-06-08T10:06,FAT_BURN,1
2021-06-08T10:07,FAT_BURN,1
2021-06-08T10:08,FAT_BURN,1
2021-06-08T10:09,FAT_BURN,1
2021-06-08T10:10,FAT_BURN,1
2021-06-08T10:11,FAT_BURN,1
2021-06-08T10:12,FAT_BURN,1
