timestamp,Infrared to Red Signal Ratio
07/08/21 00:00:59,-4
07/08/21 00:01:59,0
07/08/21 00:02:59,0
07/08/21 00:03:59,-3
07/08/21 00:04:59,7
07/08/21 00:05:59,0
07/08/21 00:06:59,36
07/08/21 00:07:59,-4
07/08/21 00:08:59,15
07/08/21 00:09:59,-14
07/08/21 00:10:59,14
07/08/21 00:11:59,19
07/08/21 00:12:59,46
07/08/21 00:13:59,26
07/08/21 00:14:59,-1
07/08/21 00:15:59,-21
07/08/21 00:16:59,0
07/08/21 00:17:59,0
07/08/21 00:18:59,1
07/08/21 00:19:59,52
07/08/21 00:20:59,52
07/08/21 00:21:59,11
07/08/21 00:22:59,-20
07/08/21 00:23:59,-53
07/08/21 00:24:59,3
07/08/21 00:25:59,0
07/08/21 00:26:59,33
07/08/21 00:27:59,8
07/08/21 00:28:59,-7
07/08/21 00:30:00,-26
07/08/21 00:31:00,-39
07/08/21 00:32:00,-33
07/08/21 00:33:00,-23
07/08/21 00:34:00,34
07/08/21 00:35:00,2
07/08/21 00:36:00,-6
07/08/21 00:37:00,-3
07/08/21 00:38:00,0
07/08/21 00:39:00,15
07/08/21 00:40:00,0
07/08/21 00:41:00,0
07/08/21 00:42:00,-25
07/08/21 00:43:00,-30
07/08/21 00:44:00,1
07/08/21 00:45:00,-2
07/08/21 00:46:00,2
07/08/21 00:47:00,20
07/08/21 00:48:00,-13
07/08/21 00:49:00,8
07/08/21 00:50:00,21
07/08/21 00:51:00,9
07/08/21 00:52:00,-15
07/08/21 00:53:00,0
07/08/21 00:54:00,-17
07/08/21 00:55:00,2
07/08/21 00:56:00,-1
07/08/21 00:57:00,-12
07/08/21 00:58:00,5
07/08/21 00:59:00,25
07/08/21 01:00:00,12
07/08/21 01:01:00,0
07/08/21 01:02:00,-31
07/08/21 01:03:00,-5
07/08/21 01:04:00,8
07/08/21 01:05:00,-4
07/08/21 01:06:00,-18
07/08/21 01:07:00,-3
07/08/21 01:08:00,8
07/08/21 01:09:00,1
07/08/21 01:10:00,-24
07/08/21 01:11:00,-4
07/08/21 01:12:00,0
07/08/21 01:13:00,-6
07/08/21 01:14:00,1
07/08/21 01:15:00,-13
07/08/21 01:16:00,-26
07/08/21 01:17:00,0
07/08/21 01:18:00,-4
07/08/21 01:19:00,15
07/08/21 01:20:00,-1
07/08/21 01:21:00,0
07/08/21 01:22:00,0
07/08/21 01:23:00,18
07/08/21 01:24:00,0
07/08/21 01:25:00,13
07/08/21 01:26:00,26
07/08/21 01:27:00,8
07/08/21 01:28:00,0
07/08/21 01:29:00,-2
07/08/21 01:30:00,-2
07/08/21 01:31:00,0
07/08/21 01:32:00,-17
07/08/21 01:33:00,0
07/08/21 01:34:00,0
07/08/21 01:35:00,-6
07/08/21 01:36:00,0
07/08/21 01:37:00,0
07/08/21 01:38:00,0
07/08/21 01:39:00,0
07/08/21 01:40:00,-12
07/08/21 01:41:00,6
07/08/21 01:42:00,-23
07/08/21 01:43:00,0
07/08/21 01:44:00,-13
07/08/21 01:45:00,8
07/08/21 01:46:00,19
07/08/21 01:47:00,0
07/08/21 01:48:00,-8
07/08/21 01:49:00,20
07/08/21 01:50:00,-3
07/08/21 01:51:00,8
07/08/21 01:52:00,7
07/08/21 01:53:00,0
07/08/21 01:54:00,-11
07/08/21 01:55:00,0
07/08/21 01:56:00,-30
07/08/21 01:57:00,2
07/08/21 01:58:00,-11
07/08/21 01:59:00,5
07/08/21 02:00:00,-4
07/08/21 02:01:00,0
07/08/21 02:02:00,21
07/08/21 02:03:00,13
07/08/21 02:04:00,-3
07/08/21 02:05:00,25
07/08/21 02:06:00,-3
07/08/21 02:07:00,0
07/08/21 02:08:00,0
07/08/21 02:09:00,0
07/08/21 02:10:00,0
07/08/21 02:11:00,4
07/08/21 02:12:00,6
07/08/21 02:13:00,4
07/08/21 02:14:00,0
07/08/21 02:15:00,-21
07/08/21 02:16:00,0
07/08/21 02:17:00,25
07/08/21 02:18:00,-4
07/08/21 02:19:00,43
07/08/21 02:20:00,23
07/08/21 02:21:00,-43
07/08/21 02:22:00,0
07/08/21 02:23:00,26
07/08/21 02:24:00,0
07/08/21 02:25:00,-8
07/08/21 02:26:00,0
07/08/21 02:27:00,-5
07/08/21 02:28:00,0
07/08/21 02:29:00,-6
07/08/21 02:30:00,0
07/08/21 02:31:00,11
07/08/21 02:32:00,36
07/08/21 02:33:00,-2
07/08/21 02:34:00,0
07/08/21 02:35:00,-2
07/08/21 02:36:00,-21
07/08/21 02:37:00,19
07/08/21 02:38:00,32
07/08/21 02:39:00,34
07/08/21 02:40:00,10
07/08/21 02:41:00,10
07/08/21 02:42:00,0
07/08/21 02:43:00,-1
07/08/21 02:44:00,2
07/08/21 02:45:00,0
07/08/21 02:46:00,16
07/08/21 02:47:00,22
07/08/21 02:48:00,0
07/08/21 02:49:00,-68
07/08/21 02:50:00,26
07/08/21 02:51:00,16
07/08/21 02:52:00,4
07/08/21 02:53:00,35
07/08/21 02:54:00,-2
07/08/21 02:55:00,-29
07/08/21 02:56:00,14
07/08/21 02:57:00,28
07/08/21 02:58:00,-41
07/08/21 02:59:00,-28
07/08/21 03:00:00,-16
07/08/21 03:01:00,-20
07/08/21 03:02:00,3
07/08/21 03:03:00,-13
07/08/21 03:04:00,7
07/08/21 03:05:00,34
07/08/21 03:06:00,0
07/08/21 03:07:00,22
07/08/21 03:08:00,-43
07/08/21 03:09:00,0
07/08/21 03:10:00,0
07/08/21 03:11:00,-34
07/08/21 03:12:00,0
07/08/21 03:13:00,-18
07/08/21 03:14:00,45
07/08/21 03:15:00,0
07/08/21 03:16:00,-20
07/08/21 03:17:00,-13
07/08/21 03:18:00,-25
07/08/21 03:19:00,-27
07/08/21 03:20:00,15
07/08/21 03:21:00,4
07/08/21 03:22:00,-1
07/08/21 03:23:00,-47
07/08/21 03:24:00,-15
07/08/21 03:25:00,-4
07/08/21 03:26:00,0
07/08/21 03:27:00,-39
07/08/21 03:28:00,17
07/08/21 03:29:00,10
07/08/21 03:30:00,17
07/08/21 03:31:00,-4
07/08/21 03:32:00,-30
07/08/21 03:33:00,-12
07/08/21 03:34:00,-52
07/08/21 03:35:00,-21
07/08/21 03:36:00,50
07/08/21 03:37:00,1
07/08/21 03:38:00,3
07/08/21 03:39:00,11
07/08/21 03:40:00,4
07/08/21 03:41:00,0
07/08/21 03:42:00,0
07/08/21 03:43:00,8
07/08/21 03:44:00,0
07/08/21 03:45:00,-2
07/08/21 03:46:00,28
07/08/21 03:47:00,17
