timestamp,Infrared to Red Signal Ratio
08/03/21 00:00:36,0
08/03/21 00:01:36,0
08/03/21 00:02:36,0
08/03/21 00:03:36,0
08/03/21 00:04:36,0
08/03/21 00:05:36,0
08/03/21 00:06:36,0
08/03/21 00:07:36,0
08/03/21 00:08:36,0
08/03/21 00:09:36,0
08/03/21 00:10:36,0
08/03/21 00:11:36,0
08/03/21 00:12:36,0
08/03/21 00:13:36,0
08/03/21 00:14:36,0
08/03/21 00:15:36,-10
08/03/21 00:16:36,6
08/03/21 00:17:36,-3
08/03/21 00:18:36,2
08/03/21 00:19:36,-5
08/03/21 00:20:36,-5
08/03/21 00:21:36,4
08/03/21 00:22:36,1
08/03/21 00:23:36,0
08/03/21 00:24:36,-60
08/03/21 00:25:36,-15
08/03/21 00:26:36,-34
08/03/21 00:27:36,-9
08/03/21 00:28:36,26
08/03/21 00:29:36,-40
08/03/21 00:30:36,14
08/03/21 00:31:36,-9
08/03/21 00:32:36,-39
08/03/21 00:33:36,-2
08/03/21 00:34:36,-43
08/03/21 00:35:36,0
08/03/21 00:36:36,39
08/03/21 00:37:36,-1
08/03/21 00:38:36,9
08/03/21 00:39:36,0
08/03/21 00:40:36,3
08/03/21 00:41:36,0
08/03/21 00:42:36,19
08/03/21 00:43:36,4
08/03/21 00:44:36,-4
08/03/21 00:45:36,10
08/03/21 00:46:36,-10
08/03/21 00:47:36,0
08/03/21 00:48:36,-58
08/03/21 00:49:36,0
08/03/21 00:50:36,-34
08/03/21 00:51:36,0
08/03/21 00:52:36,-21
08/03/21 00:53:36,-4
08/03/21 00:54:36,6
08/03/21 00:55:36,26
08/03/21 00:56:36,0
08/03/21 00:57:36,16
08/03/21 00:58:36,40
08/03/21 00:59:36,0
08/03/21 01:00:36,-24
08/03/21 01:01:36,0
08/03/21 01:02:36,-18
08/03/21 01:03:36,0
08/03/21 01:04:36,0
08/03/21 01:05:36,-30
08/03/21 01:06:36,-14
08/03/21 01:07:36,0
08/03/21 01:08:36,-25
08/03/21 01:09:36,-4
08/03/21 01:10:36,-50
08/03/21 01:11:36,3
08/03/21 01:12:36,0
08/03/21 01:13:36,3
08/03/21 01:14:36,5
08/03/21 01:15:36,-40
08/03/21 01:16:36,0
08/03/21 01:17:36,0
08/03/21 01:18:36,0
08/03/21 01:19:36,0
08/03/21 01:20:36,0
08/03/21 01:21:36,-32
08/03/21 01:22:36,9
08/03/21 01:23:36,0
08/03/21 01:24:36,4
08/03/21 01:25:36,31
08/03/21 01:26:36,0
08/03/21 01:27:36,4
08/03/21 01:28:36,3
08/03/21 01:29:36,0
08/03/21 01:30:36,-13
08/03/21 01:31:36,-4
08/03/21 01:32:36,5
08/03/21 01:33:36,0
08/03/21 01:34:36,0
08/03/21 01:35:36,0
08/03/21 01:36:36,0
08/03/21 01:37:36,4
08/03/21 01:38:36,45
08/03/21 01:39:36,19
08/03/21 01:40:36,21
08/03/21 01:41:36,0
08/03/21 01:42:36,31
08/03/21 01:43:36,-34
08/03/21 01:44:36,0
08/03/21 01:45:36,49
08/03/21 01:46:36,-16
08/03/21 01:47:36,12
08/03/21 01:48:36,-3
08/03/21 01:49:36,10
08/03/21 01:50:36,0
08/03/21 01:51:37,13
08/03/21 01:52:37,-26
08/03/21 01:53:37,3
08/03/21 01:54:37,1
08/03/21 01:55:37,-4
08/03/21 01:56:37,-14
08/03/21 01:57:37,-1
08/03/21 01:58:37,-18
08/03/21 01:59:37,-13
08/03/21 02:00:37,23
08/03/21 02:01:37,2
08/03/21 02:02:37,0
08/03/21 02:03:37,4
08/03/21 02:04:37,0
08/03/21 02:05:37,0
08/03/21 02:06:37,-3
08/03/21 02:07:37,28
08/03/21 02:08:37,34
08/03/21 02:09:37,-12
08/03/21 02:10:37,32
08/03/21 02:11:37,3
08/03/21 02:12:37,21
08/03/21 02:13:37,26
08/03/21 02:14:37,-1
08/03/21 02:15:37,1
08/03/21 02:16:37,-8
08/03/21 02:17:37,-21
08/03/21 02:18:37,11
08/03/21 02:19:37,-56
08/03/21 02:20:37,-21
08/03/21 02:21:37,-50
08/03/21 02:22:37,-20
08/03/21 02:23:37,0
08/03/21 02:24:37,-58
08/03/21 02:25:37,-13
08/03/21 02:26:37,0
08/03/21 02:27:37,19
08/03/21 02:28:37,-67
08/03/21 02:29:37,-2
08/03/21 02:30:37,-65
08/03/21 02:31:37,-1
08/03/21 02:32:37,0
08/03/21 02:33:37,-1
08/03/21 02:34:37,-8
08/03/21 02:35:37,35
08/03/21 02:36:37,4
08/03/21 02:37:37,-4
08/03/21 02:38:37,23
08/03/21 02:39:37,52
08/03/21 02:40:37,0
08/03/21 02:41:37,0
08/03/21 02:42:37,-8
08/03/21 02:43:37,0
08/03/21 02:44:37,0
08/03/21 02:45:37,8
08/03/21 02:46:37,-5
08/03/21 02:47:37,-11
08/03/21 02:48:37,0
08/03/21 02:49:37,0
08/03/21 02:50:37,3
08/03/21 02:51:37,21
08/03/21 02:52:37,29
08/03/21 02:53:37,2
08/03/21 02:54:37,0
08/03/21 02:55:37,-2
08/03/21 02:56:37,-4
08/03/21 02:57:37,6
08/03/21 02:58:37,-3
08/03/21 02:59:37,8
08/03/21 03:00:37,-4
08/03/21 03:01:37,6
08/03/21 03:02:37,0
08/03/21 03:03:37,-1
08/03/21 03:04:37,-18
08/03/21 03:05:37,-9
08/03/21 03:06:37,17
08/03/21 03:07:37,1
08/03/21 03:08:37,-16
08/03/21 03:09:37,-46
08/03/21 03:10:37,0
08/03/21 03:11:37,-50
08/03/21 03:12:37,0
08/03/21 03:13:37,-4
08/03/21 03:14:37,0
08/03/21 03:15:37,0
08/03/21 03:16:37,-1
08/03/21 03:17:37,-29
08/03/21 03:18:37,0
08/03/21 03:19:37,0
08/03/21 03:20:37,0
08/03/21 03:21:37,9
08/03/21 03:22:37,61
08/03/21 03:23:37,26
08/03/21 03:24:37,0
08/03/21 03:25:37,65
08/03/21 03:26:37,-1
08/03/21 03:27:37,11
08/03/21 03:28:38,-23
08/03/21 03:29:38,-27
08/03/21 03:30:38,13
08/03/21 03:31:38,8
08/03/21 03:32:38,26
08/03/21 03:33:38,-5
08/03/21 03:34:38,47
08/03/21 03:35:38,-8
08/03/21 03:36:38,13
08/03/21 03:37:38,-21
08/03/21 03:38:38,-40
08/03/21 03:39:38,-29
08/03/21 03:40:38,0
08/03/21 03:41:38,3
08/03/21 03:42:38,-6
08/03/21 03:43:38,4
08/03/21 03:44:38,0
08/03/21 03:45:38,-17
08/03/21 03:46:38,10
08/03/21 03:47:38,-1
08/03/21 03:48:38,-7
08/03/21 03:49:38,5
08/03/21 11:50:00,0
08/03/21 11:51:00,-5
08/03/21 11:52:00,0
08/03/21 11:53:00,0
08/03/21 11:54:00,30
08/03/21 11:55:00,0
08/03/21 11:56:00,0
08/03/21 11:57:00,0
08/03/21 11:58:00,0
08/03/21 11:59:00,0
08/03/21 12:00:00,0
08/03/21 12:01:00,0
08/03/21 12:02:00,0
08/03/21 12:03:00,13
08/03/21 12:04:00,-8
08/03/21 12:05:00,0
08/03/21 12:06:00,13
08/03/21 12:07:00,7
08/03/21 12:08:00,5
08/03/21 12:09:00,0
08/03/21 12:10:00,0
08/03/21 12:11:00,-8
08/03/21 12:12:00,14
08/03/21 12:13:00,0
08/03/21 12:14:00,0
08/03/21 12:15:00,0
08/03/21 12:16:00,0
08/03/21 12:17:00,3
08/03/21 12:18:00,0
08/03/21 12:19:00,0
08/03/21 12:20:00,-1
08/03/21 17:11:32,-8
08/03/21 17:12:32,0
08/03/21 17:13:32,18
08/03/21 17:14:32,-33
08/03/21 17:15:32,-1
08/03/21 17:16:32,1
08/03/21 17:17:32,-21
08/03/21 17:18:32,-29
08/03/21 17:19:32,-60
08/03/21 17:20:32,12
08/03/21 17:21:32,-53
08/03/21 17:22:32,-33
08/03/21 17:23:32,-7
08/03/21 17:24:32,-2
08/03/21 17:25:32,-47
08/03/21 17:26:32,-50
08/03/21 17:27:32,-21
08/03/21 17:28:32,-4
08/03/21 17:29:32,0
08/03/21 17:30:32,-5
08/03/21 17:31:32,-43
08/03/21 17:32:32,-23
08/03/21 17:33:32,-8
08/03/21 17:34:32,-17
08/03/21 17:35:32,-13
08/03/21 17:36:32,-17
08/03/21 17:37:32,-1
08/03/21 17:38:32,-13
08/03/21 17:39:32,-3
08/03/21 17:40:32,-3
08/03/21 17:41:32,0
08/03/21 17:42:32,0
08/03/21 17:43:32,-26
08/03/21 17:44:32,0
08/03/21 17:45:32,5
08/03/21 17:46:32,0
08/03/21 17:47:32,-3
08/03/21 17:48:32,1
08/03/21 17:49:32,-16
08/03/21 17:50:32,-30
08/03/21 17:51:32,0
08/03/21 17:52:32,-10
08/03/21 17:53:32,55
08/03/21 17:54:32,-18
08/03/21 17:55:32,-1
08/03/21 17:56:32,-32
08/03/21 17:57:32,-4
08/03/21 17:58:32,0
08/03/21 17:59:32,0
08/03/21 18:00:32,10
08/03/21 18:01:32,17
08/03/21 18:02:32,-4
08/03/21 18:03:32,4
08/03/21 18:04:32,0
08/03/21 18:05:32,1
08/03/21 18:06:32,1
08/03/21 18:07:32,1
08/03/21 18:08:32,-4
08/03/21 18:09:32,-2
08/03/21 18:10:32,-7
08/03/21 18:11:32,0
08/03/21 18:12:32,5
08/03/21 18:13:32,10
08/03/21 18:14:32,-1
08/03/21 18:15:32,-23
08/03/21 18:16:32,3
08/03/21 18:17:32,-30
08/03/21 18:18:32,-12
08/03/21 18:19:32,0
08/03/21 18:20:32,0
08/03/21 18:21:32,0
08/03/21 18:22:32,4
08/03/21 18:23:32,0
08/03/21 18:24:32,0
08/03/21 18:25:32,11
08/03/21 18:26:32,2
08/03/21 18:27:32,0
08/03/21 18:28:32,-1
08/03/21 18:29:32,4
08/03/21 18:30:32,-4
08/03/21 18:31:32,-6
08/03/21 18:32:32,-4
08/03/21 18:33:32,0
08/03/21 18:34:32,0
08/03/21 18:35:32,0
08/03/21 18:36:32,0
08/03/21 18:37:32,0
08/03/21 18:38:32,-17
08/03/21 18:39:32,0
08/03/21 18:40:32,0
08/03/21 18:41:32,-1
