timestamp,Infrared to Red Signal Ratio
05/09/21 00:00:32,8
05/09/21 00:01:32,-18
05/09/21 00:02:32,6
05/09/21 00:03:32,0
05/09/21 00:04:32,-13
05/09/21 00:05:32,21
05/09/21 00:06:32,3
05/09/21 00:07:33,-9
05/09/21 00:08:33,24
05/09/21 00:09:33,0
05/09/21 00:10:34,-10
05/09/21 00:11:34,-14
05/09/21 00:12:34,34
05/09/21 00:13:34,6
05/09/21 00:14:34,4
05/09/21 00:15:34,10
05/09/21 00:16:34,0
05/09/21 00:17:34,-1
05/09/21 00:18:34,5
05/09/21 00:19:34,15
05/09/21 00:20:34,-4
05/09/21 00:21:34,3
05/09/21 00:22:34,17
05/09/21 00:23:34,-6
05/09/21 00:24:34,-13
05/09/21 00:25:35,-41
05/09/21 00:26:35,-4
05/09/21 00:27:35,-20
05/09/21 00:28:35,-7
05/09/21 00:29:35,-20
05/09/21 00:30:35,-52
05/09/21 00:31:35,0
05/09/21 00:32:35,-11
05/09/21 00:33:35,-33
05/09/21 00:34:35,-4
05/09/21 00:35:35,0
05/09/21 00:36:35,16
05/09/21 00:37:35,21
05/09/21 00:38:35,0
05/09/21 00:39:35,2
05/09/21 00:40:35,13
05/09/21 00:41:35,0
05/09/21 00:42:35,-10
05/09/21 00:43:35,0
05/09/21 00:44:35,26
05/09/21 00:45:35,8
05/09/21 00:46:35,0
05/09/21 00:47:35,-8
05/09/21 00:48:35,14
05/09/21 00:49:35,0
05/09/21 00:50:35,-5
05/09/21 00:51:35,-8
05/09/21 00:52:35,2
05/09/21 00:53:35,8
05/09/21 00:54:35,0
05/09/21 00:55:35,-10
05/09/21 00:56:35,-11
05/09/21 00:57:35,1
05/09/21 00:58:35,27
05/09/21 00:59:35,0
05/09/21 01:00:35,-35
05/09/21 01:01:35,47
05/09/21 01:02:35,0
05/09/21 01:03:35,-4
05/09/21 01:04:35,0
05/09/21 01:05:35,22
05/09/21 01:06:35,0
05/09/21 01:07:35,0
05/09/21 01:08:35,0
05/09/21 01:09:35,0
05/09/21 01:10:35,0
05/09/21 01:11:35,0
05/09/21 01:12:35,0
05/09/21 01:13:35,0
05/09/21 01:14:35,0
05/09/21 01:15:35,0
05/09/21 01:16:35,0
