timestamp,Infrared to Red Signal Ratio
06/08/21 00:37:29,-25
06/08/21 00:38:29,4
06/08/21 00:39:29,4
06/08/21 00:40:29,0
06/08/21 00:41:29,24
06/08/21 00:42:29,0
06/08/21 00:43:29,7
06/08/21 00:44:29,-46
06/08/21 00:45:29,37
06/08/21 00:46:29,-41
06/08/21 00:47:29,8
06/08/21 00:48:29,-44
06/08/21 00:49:29,-8
06/08/21 00:50:29,0
06/08/21 00:51:29,0
06/08/21 00:52:29,9
06/08/21 00:53:29,-9
06/08/21 00:54:29,-20
06/08/21 00:55:29,-9
06/08/21 00:56:29,8
06/08/21 00:57:29,-9
06/08/21 00:58:29,-19
06/08/21 00:59:29,-26
06/08/21 01:00:29,-30
06/08/21 01:01:29,0
06/08/21 01:02:29,-6
06/08/21 01:03:29,-37
06/08/21 01:04:29,3
06/08/21 01:05:29,2
06/08/21 01:06:29,-2
06/08/21 01:07:29,-40
06/08/21 01:08:29,-64
06/08/21 01:09:29,5
06/08/21 01:10:29,26
06/08/21 01:11:29,-17
06/08/21 01:12:29,0
06/08/21 01:13:29,27
06/08/21 01:14:29,1
06/08/21 01:15:29,1
06/08/21 01:16:29,20
06/08/21 01:17:29,0
06/08/21 01:18:29,21
06/08/21 01:19:29,0
06/08/21 01:20:29,-7
06/08/21 01:21:29,42
06/08/21 01:22:29,-19
06/08/21 01:23:29,10
06/08/21 01:24:29,0
06/08/21 01:25:29,14
06/08/21 01:26:29,-13
06/08/21 01:27:29,0
06/08/21 01:28:29,0
06/08/21 01:29:29,0
06/08/21 01:30:29,-13
06/08/21 01:31:29,-21
06/08/21 01:32:29,-21
06/08/21 01:33:29,-18
06/08/21 01:34:29,-4
06/08/21 01:35:29,-4
06/08/21 01:36:29,0
06/08/21 01:37:29,-10
06/08/21 01:38:29,16
06/08/21 01:39:29,-19
06/08/21 01:40:29,-15
06/08/21 01:41:29,-7
06/08/21 01:42:29,-2
06/08/21 01:43:29,56
06/08/21 01:44:29,30
06/08/21 01:45:29,-6
06/08/21 01:46:29,1
06/08/21 01:47:29,4
06/08/21 01:48:29,3
06/08/21 01:49:29,0
06/08/21 01:50:30,-14
06/08/21 01:51:30,-34
06/08/21 01:52:30,-21
06/08/21 01:53:30,5
06/08/21 01:54:30,14
06/08/21 01:55:30,-10
06/08/21 01:56:30,0
06/08/21 01:57:30,0
06/08/21 01:58:30,-12
06/08/21 01:59:30,0
06/08/21 02:00:30,-52
06/08/21 02:01:30,-14
06/08/21 02:02:30,-70
06/08/21 02:03:30,0
06/08/21 02:04:30,-16
06/08/21 02:05:30,-46
06/08/21 02:06:30,-34
06/08/21 02:07:30,-29
06/08/21 02:08:30,8
06/08/21 02:09:30,-6
06/08/21 02:10:30,0
06/08/21 02:11:30,8
06/08/21 02:12:30,-7
06/08/21 02:13:30,-41
06/08/21 02:14:30,-46
06/08/21 02:15:30,-1
06/08/21 02:16:30,3
06/08/21 02:17:30,-25
06/08/21 02:18:30,4
06/08/21 02:19:30,0
06/08/21 02:20:30,-3
06/08/21 02:21:30,0
06/08/21 02:22:30,5
06/08/21 02:23:30,-13
06/08/21 02:24:30,-10
06/08/21 02:25:30,0
06/08/21 02:26:30,2
06/08/21 02:27:30,-9
06/08/21 02:28:30,-10
06/08/21 02:29:30,-18
06/08/21 02:30:30,52
06/08/21 02:31:30,4
06/08/21 02:32:30,-34
06/08/21 02:33:30,33
06/08/21 02:34:30,-78
06/08/21 02:35:30,12
06/08/21 02:36:30,-24
06/08/21 02:37:30,-27
06/08/21 02:38:30,-4
06/08/21 02:39:30,0
06/08/21 02:40:30,76
06/08/21 02:41:30,0
06/08/21 02:42:30,0
06/08/21 02:43:30,8
06/08/21 02:44:30,3
06/08/21 02:45:30,-20
06/08/21 02:46:30,-23
06/08/21 02:47:30,-26
06/08/21 02:48:30,5
06/08/21 02:49:30,43
06/08/21 02:50:30,7
06/08/21 02:51:30,-27
06/08/21 02:52:30,-8
06/08/21 02:53:30,-1
06/08/21 02:54:30,0
06/08/21 02:55:30,4
