timestamp,Infrared to Red Signal Ratio
07/30/21 01:55:59,-4
07/30/21 01:56:59,-8
07/30/21 01:57:59,28
07/30/21 01:58:59,-1
07/30/21 01:59:59,0
07/30/21 02:00:59,13
07/30/21 02:01:59,0
07/30/21 02:02:59,-2
07/30/21 02:03:59,0
07/30/21 02:04:59,-2
07/30/21 02:05:59,-8
07/30/21 02:06:59,-9
07/30/21 02:07:59,-1
07/30/21 02:08:59,0
07/30/21 02:09:59,-17
07/30/21 02:10:59,0
07/30/21 02:11:59,-10
07/30/21 02:12:59,-9
07/30/21 02:13:59,-11
07/30/21 02:14:59,-3
07/30/21 02:15:59,-12
07/30/21 02:16:59,0
07/30/21 02:17:59,0
07/30/21 02:18:59,0
07/30/21 02:19:59,-1
07/30/21 02:20:59,3
07/30/21 02:21:59,3
07/30/21 02:22:59,0
07/30/21 02:23:59,0
07/30/21 02:25:01,1
07/30/21 02:26:01,-4
07/30/21 02:27:01,10
07/30/21 02:28:01,0
07/30/21 02:29:01,-21
07/30/21 02:30:01,0
07/30/21 02:31:01,-25
07/30/21 02:32:01,0
07/30/21 02:33:01,11
07/30/21 02:34:01,4
07/30/21 02:35:01,0
07/30/21 02:36:01,6
07/30/21 02:37:01,-30
07/30/21 02:38:01,-19
07/30/21 02:39:01,5
07/30/21 02:40:01,-17
07/30/21 02:41:01,-30
07/30/21 02:42:01,-8
07/30/21 02:43:01,10
07/30/21 02:44:01,-72
07/30/21 02:45:01,-39
07/30/21 02:46:01,-4
07/30/21 02:47:01,8
07/30/21 02:48:01,0
07/30/21 02:49:01,-20
07/30/21 02:50:01,-7
07/30/21 02:51:01,-5
07/30/21 02:52:01,0
07/30/21 02:53:01,-26
07/30/21 02:54:01,31
07/30/21 02:55:01,13
07/30/21 02:56:01,0
07/30/21 02:57:01,6
07/30/21 02:58:01,0
07/30/21 02:59:01,0
07/30/21 03:00:01,34
07/30/21 03:01:01,-1
07/30/21 03:02:01,21
07/30/21 03:03:01,0
07/30/21 03:04:01,0
07/30/21 03:05:01,13
07/30/21 03:06:01,0
07/30/21 03:07:01,-10
07/30/21 03:08:01,3
07/30/21 03:09:01,-1
07/30/21 03:10:01,-13
07/30/21 03:11:01,1
07/30/21 03:12:01,3
07/30/21 03:13:01,57
07/30/21 03:14:01,69
07/30/21 03:15:01,-13
07/30/21 03:16:01,-17
07/30/21 03:17:01,0
07/30/21 03:18:01,0
07/30/21 03:19:01,7
07/30/21 03:20:01,0
07/30/21 03:21:01,12
07/30/21 03:22:01,2
07/30/21 03:23:01,0
07/30/21 03:24:01,0
07/30/21 03:25:01,-5
07/30/21 03:26:01,0
07/30/21 03:27:01,-26
07/30/21 03:28:01,4
07/30/21 03:29:01,4
07/30/21 03:30:01,-4
07/30/21 03:31:01,0
07/30/21 03:32:01,4
07/30/21 03:33:01,2
07/30/21 03:34:01,22
07/30/21 03:35:01,-1
07/30/21 03:36:01,0
07/30/21 03:37:01,-19
07/30/21 03:38:01,-1
07/30/21 03:39:01,11
07/30/21 03:40:01,1
07/30/21 03:41:01,24
07/30/21 03:42:02,-40
07/30/21 03:43:02,4
07/30/21 03:44:02,0
07/30/21 03:45:02,8
07/30/21 03:46:02,4
07/30/21 03:47:02,0
07/30/21 03:48:02,0
07/30/21 03:49:02,0
07/30/21 03:50:02,0
07/30/21 03:51:02,14
07/30/21 03:52:02,27
07/30/21 03:53:02,65
07/30/21 03:54:02,-6
07/30/21 03:55:02,-5
07/30/21 03:56:02,0
07/30/21 03:57:02,4
07/30/21 03:58:02,0
07/30/21 03:59:02,-5
07/30/21 04:00:02,-40
07/30/21 04:01:02,0
07/30/21 04:02:02,0
07/30/21 04:03:02,0
07/30/21 04:04:02,0
07/30/21 04:05:02,-2
07/30/21 04:06:02,4
07/30/21 04:07:02,-7
07/30/21 04:08:02,-16
07/30/21 04:09:02,-58
07/30/21 04:10:02,-10
07/30/21 04:11:02,-21
07/30/21 04:12:02,-17
07/30/21 04:13:02,-4
07/30/21 04:14:02,-4
07/30/21 04:15:02,0
07/30/21 04:16:02,-50
07/30/21 04:17:02,4
07/30/21 04:18:02,-3
07/30/21 04:19:02,43
07/30/21 04:20:02,-12
07/30/21 04:21:02,-54
07/30/21 04:22:02,-56
07/30/21 04:23:02,37
07/30/21 04:24:02,-5
07/30/21 04:25:02,-4
07/30/21 04:26:02,0
07/30/21 04:27:02,-5
07/30/21 04:28:02,-41
07/30/21 04:29:02,13
07/30/21 04:30:02,35
07/30/21 04:31:02,-5
07/30/21 04:32:02,-26
07/30/21 04:33:02,-53
07/30/21 04:34:02,-59
07/30/21 04:35:02,-1
07/30/21 04:36:02,-7
07/30/21 04:37:02,-13
07/30/21 04:38:02,65
07/30/21 04:39:02,13
07/30/21 04:40:02,0
07/30/21 04:41:02,-5
07/30/21 04:42:02,-5
07/30/21 04:43:02,-19
07/30/21 04:44:02,-10
07/30/21 04:45:02,-3
07/30/21 04:46:02,-7
07/30/21 04:47:02,-9
07/30/21 04:48:02,2
07/30/21 04:49:02,-2
07/30/21 04:50:02,0
07/30/21 04:51:04,16
07/30/21 04:52:04,0
07/30/21 04:53:04,-8
07/30/21 04:54:04,0
07/30/21 04:55:04,0
07/30/21 04:56:04,-4
07/30/21 04:57:04,46
07/30/21 04:58:04,47
07/30/21 04:59:04,23
07/30/21 05:00:04,-23
07/30/21 05:01:04,-1
07/30/21 05:02:04,7
07/30/21 05:03:04,-4
07/30/21 05:04:04,0
07/30/21 05:05:04,-16
07/30/21 05:06:04,0
07/30/21 05:07:04,-2
07/30/21 05:08:04,-6
07/30/21 05:09:04,0
07/30/21 05:10:04,2
07/30/21 05:11:04,1
07/30/21 05:12:04,0
07/30/21 05:13:04,0
07/30/21 05:14:04,14
07/30/21 05:15:04,0
07/30/21 05:16:04,6
07/30/21 05:17:04,0
07/30/21 05:18:04,-8
07/30/21 05:19:04,12
07/30/21 05:20:04,-13
07/30/21 05:21:04,-9
07/30/21 05:22:04,0
07/30/21 05:23:04,-2
07/30/21 05:24:04,7
07/30/21 05:25:04,21
07/30/21 05:26:04,40
07/30/21 05:27:04,45
07/30/21 05:28:04,-2
07/30/21 05:29:04,-17
07/30/21 05:30:04,13
07/30/21 05:31:04,0
07/30/21 05:32:04,-4
07/30/21 05:33:04,0
07/30/21 05:34:04,-33
07/30/21 05:35:04,6
07/30/21 05:36:04,-1
07/30/21 05:37:04,13
07/30/21 05:38:04,-9
07/30/21 05:39:04,-1
07/30/21 05:40:04,0
07/30/21 05:41:04,-5
07/30/21 05:42:04,-16
07/30/21 05:43:04,-23
07/30/21 05:44:04,-33
07/30/21 05:45:04,-17
07/30/21 05:46:04,-29
07/30/21 05:47:04,0
07/30/21 05:48:04,0
07/30/21 05:49:04,-21
07/30/21 05:50:04,-2
07/30/21 05:51:04,-17
07/30/21 05:52:04,-5
07/30/21 05:53:04,22
07/30/21 05:54:04,-3
07/30/21 05:55:04,-48
07/30/21 05:56:04,10
07/30/21 05:57:04,-2
07/30/21 05:58:04,0
07/30/21 05:59:04,-2
07/30/21 06:00:04,-60
07/30/21 06:01:04,-43
07/30/21 06:02:04,1
07/30/21 06:03:04,-13
07/30/21 06:04:04,-7
07/30/21 06:05:04,-1
07/30/21 06:06:04,-6
07/30/21 06:07:04,-14
07/30/21 06:08:04,8
07/30/21 06:09:04,64
07/30/21 06:10:04,75
07/30/21 06:11:04,-33
07/30/21 06:12:04,-4
07/30/21 06:13:04,-5
07/30/21 06:14:04,5
07/30/21 06:15:04,0
07/30/21 06:16:04,0
07/30/21 06:17:04,0
07/30/21 06:18:04,6
07/30/21 06:19:04,0
07/30/21 06:20:04,0
07/30/21 06:21:04,16
07/30/21 06:22:04,0
07/30/21 06:23:04,-4
07/30/21 06:24:04,-13
07/30/21 06:25:04,8
07/30/21 06:26:04,0
07/30/21 06:27:04,-9
07/30/21 06:28:05,0
07/30/21 06:29:05,0
07/30/21 06:30:05,-35
07/30/21 06:31:05,-13
07/30/21 06:32:05,0
07/30/21 06:33:05,0
07/30/21 06:34:05,-23
07/30/21 06:35:05,-8
07/30/21 06:36:05,0
07/30/21 06:37:05,0
07/30/21 06:38:05,-4
07/30/21 06:39:05,1
07/30/21 06:40:05,3
07/30/21 06:41:05,-17
07/30/21 06:42:05,-41
07/30/21 06:43:05,6
07/30/21 06:44:05,0
07/30/21 06:45:05,-13
07/30/21 06:46:05,13
07/30/21 06:47:05,0
07/30/21 06:48:05,0
07/30/21 06:49:05,-9
07/30/21 06:50:05,0
07/30/21 06:51:05,-3
07/30/21 06:52:05,0
07/30/21 06:53:05,-28
07/30/21 06:54:05,-8
07/30/21 06:55:05,0
07/30/21 06:56:05,0
07/30/21 06:57:05,-46
07/30/21 06:58:05,9
07/30/21 06:59:05,13
07/30/21 07:00:05,1
07/30/21 07:01:05,-16
07/30/21 07:02:05,-39
07/30/21 07:03:05,0
07/30/21 07:04:05,11
07/30/21 07:05:05,-4
07/30/21 07:06:05,17
07/30/21 07:07:05,5
07/30/21 07:08:05,0
07/30/21 07:09:05,4
07/30/21 07:10:05,5
07/30/21 07:11:05,-4
07/30/21 07:12:05,16
07/30/21 07:13:05,-19
07/30/21 07:14:05,43
07/30/21 07:15:05,0
07/30/21 07:16:05,34
07/30/21 07:17:05,0
07/30/21 07:18:05,-3
07/30/21 07:36:59,-32
07/30/21 07:37:59,4
07/30/21 07:38:59,-8
07/30/21 07:39:59,17
07/30/21 07:40:59,0
07/30/21 07:41:59,-2
07/30/21 07:42:59,-1
07/30/21 07:43:59,0
07/30/21 07:45:01,-19
07/30/21 07:46:01,-26
07/30/21 07:47:01,17
07/30/21 07:48:01,26
07/30/21 07:49:01,4
07/30/21 07:50:01,0
07/30/21 07:51:01,0
07/30/21 07:52:01,14
07/30/21 07:53:01,0
07/30/21 07:54:01,-21
07/30/21 07:55:01,0
07/30/21 07:56:01,0
07/30/21 07:57:01,0
07/30/21 07:58:01,43
07/30/21 07:59:01,0
07/30/21 08:00:01,0
07/30/21 08:01:01,-27
07/30/21 08:02:01,11
07/30/21 08:03:01,20
07/30/21 08:04:01,-8
07/30/21 08:05:01,47
07/30/21 08:06:01,19
07/30/21 08:07:01,-17
07/30/21 08:08:01,2
07/30/21 08:09:01,0
07/30/21 08:10:01,4
07/30/21 08:11:01,0
07/30/21 08:12:01,0
07/30/21 08:13:01,0
07/30/21 08:14:01,-16
07/30/21 08:15:01,0
07/30/21 08:16:01,-9
07/30/21 08:17:01,0
07/30/21 08:18:01,0
07/30/21 08:19:01,0
07/30/21 08:20:01,0
07/30/21 08:21:01,13
07/30/21 08:22:01,0
07/30/21 08:23:01,-2
07/30/21 08:24:01,14
07/30/21 08:25:01,4
07/30/21 08:26:01,0
07/30/21 08:27:01,2
07/30/21 08:28:01,-3
07/30/21 08:29:01,-3
07/30/21 08:30:01,0
07/30/21 08:31:01,17
07/30/21 08:32:01,0
07/30/21 08:33:01,-1
07/30/21 08:34:01,11
07/30/21 08:35:01,-2
07/30/21 08:36:01,33
07/30/21 08:37:01,6
07/30/21 08:38:01,2
07/30/21 08:39:01,3
07/30/21 08:40:01,-2
07/30/21 08:41:01,0
