recorded_time,temperature
2021-06-01T00:00,-0.15444223107569854
2021-06-01T00:01,-0.10444223107570139
2021-06-01T00:02,-0.07444223107570025
2021-06-01T00:03,-0.039442231075696554
2021-06-01T00:04,-0.0344422310757011
2021-06-01T00:05,5.57768924302593E-4
2021-06-01T00:06,0.0055577689242980455
2021-06-01T00:07,0.025557768924301172
2021-06-01T00:08,0.06555776892430032
2021-06-01T00:09,0.08055776892430089
2021-06-01T00:10,0.08555776892430345
2021-06-01T00:11,0.09555776892430146
2021-06-01T00:12,0.11555776892430458
2021-06-01T00:13,0.1355577689243006
2021-06-01T00:14,0.15055776892430117
2021-06-01T00:15,0.1355577689243006
2021-06-01T00:16,0.16055776892429918
2021-06-01T00:17,0.17555776892429975
2021-06-01T00:18,0.17555776892429975
2021-06-01T00:19,0.15055776892430117
2021-06-01T00:20,0.15055776892430117
2021-06-01T00:21,0.14055776892430316
2021-06-01T00:22,0.14055776892430316
2021-06-01T00:23,0.015557768924303161
2021-06-01T00:24,-0.1144422310756994
2021-06-01T00:25,-0.22444223107569883
2021-06-01T00:26,-0.29944223107570167
2021-06-01T00:27,-0.32444223107570025
2021-06-01T00:28,-0.35944223107569684
2021-06-01T00:29,-0.37944223107569997
2021-06-01T00:30,-0.4294422310756971
2021-06-01T00:31,-0.4444422310756977
2021-06-01T00:32,-0.4544422310756957
2021-06-01T00:33,-0.5294422310756985
2021-06-01T00:34,-0.6094422310756968
2021-06-01T00:35,-0.6744422310757017
2021-06-01T00:36,-0.7394422310756994
2021-06-01T00:37,-0.7544422310757
2021-06-01T00:38,-0.7894422310756966
2021-06-01T00:39,-0.8044422310756971
2021-06-01T00:40,-0.8144422310756951
2021-06-01T00:41,-0.8494422310756988
2021-06-01T00:42,-0.8394422310757008
2021-06-01T00:43,-0.8794422310757
2021-06-01T00:44,-0.9244422310757017
2021-06-01T00:45,-0.9894422310756994
2021-06-01T00:46,-0.994442231075702
2021-06-01T00:47,-0.9694422310756963
2021-06-01T00:48,-0.994442231075702
2021-06-01T00:49,-1.0544422310756971
2021-06-01T00:50,-1.0994422310756988
2021-06-01T00:51,-1.0944422310756998
2021-06-01T00:52,-1.0894422310756973
2021-06-01T00:53,-1.1144422310756994
2021-06-01T00:54,-1.1594422310756975
2021-06-01T00:55,-1.1744422310756981
2021-06-01T00:56,-1.1494422310756995
2021-06-01T00:57,-1.144442231075697
2021-06-01T00:58,-1.144442231075697
2021-06-01T00:59,-1.1294422310757
2021-06-01T01:00,-1.0994422310756988
2021-06-01T01:01,-1.1094422310756968
2021-06-01T01:02,-1.1044422310756978
2021-06-01T01:03,-1.0344422310756975
2021-06-01T01:04,-0.9394422310756951
2021-06-01T01:05,-0.8594422310756968
2021-06-01T01:06,-0.774442231075696
2021-06-01T01:07,-0.7044422310756957
2021-06-01T01:08,-0.7094422310756983
2021-06-01T01:09,-0.7694422310757005
2021-06-01T01:10,-0.8044422310756971
2021-06-01T01:11,-0.8444422310756963
2021-06-01T01:12,-0.8644422310756994
2021-06-01T01:13,-0.9044422310756985
2021-06-01T01:14,-0.9294422310756971
2021-06-01T01:15,-0.9394422310756951
2021-06-01T01:16,-0.9644422310757008
2021-06-01T01:17,-0.9894422310756994
2021-06-01T01:18,-0.9994422310756974
2021-06-01T01:19,-1.0044422310757
2021-06-01T01:20,-1.014442231075698
2021-06-01T01:21,-1.0094422310756954
2021-06-01T01:22,-1.0344422310756975
2021-06-01T01:23,-1.0294422310756985
2021-06-01T01:24,-0.5944422310756963
2021-06-01T01:25,-0.2044422310756957
2021-06-01T01:26,0.12055776892430003
2021-06-01T01:27,0.35555776892429947
2021-06-01T01:28,0.48055776892429947
2021-06-01T01:29,0.360557768924302
2021-06-01T01:30,0.2505577689243026
2021-06-01T01:31,0.2055577689243009
2021-06-01T01:32,0.2155577689242989
2021-06-01T01:33,0.23055776892429947
2021-06-01T01:34,0.2705577689242986
2021-06-01T01:35,0.2855577689242992
2021-06-01T01:36,0.31055776892430487
2021-06-01T01:37,0.350557768924304
2021-06-01T01:38,0.360557768924302
2021-06-01T01:39,0.3755577689243026
2021-06-01T01:40,0.4105577689242992
2021-06-01T01:41,0.4405577689243003
2021-06-01T01:42,0.46055776892430345
2021-06-01T01:43,0.5755577689242983
2021-06-01T01:44,0.6805577689243023
2021-06-01T01:45,0.6505577689243012
2021-06-01T01:46,0.5805577689243009
2021-06-01T01:47,0.49555776892430003
2021-06-01T01:48,0.42555776892429975
2021-06-01T01:49,0.3655577689243046
2021-06-01T01:50,0.31055776892430487
2021-06-01T01:51,0.27555776892430117
2021-06-01T01:52,0.2505577689243026
2021-06-01T01:53,0.21055776892430345
2021-06-01T01:54,0.19055776892430032
2021-06-01T01:55,0.15555776892430373
2021-06-01T01:56,0.1355577689243006
2021-06-01T01:57,0.10555776892429947
2021-06-01T01:58,0.08555776892430345
2021-06-01T01:59,0.05055776892429975
2021-06-01T02:00,0.03055776892430373
2021-06-01T02:01,0.03555776892429918
2021-06-01T02:02,0.350557768924304
2021-06-01T02:03,0.3655577689243046
2021-06-01T02:04,0.28055776892430373
2021-06-01T02:05,0.20055776892429833
2021-06-01T02:06,0.15055776892430117
2021-06-01T02:07,0.09555776892430146
2021-06-01T02:08,0.0455577689243043
2021-06-01T02:09,-0.004442231075699965
2021-06-01T02:10,-0.0344422310757011
2021-06-01T02:11,-0.0794422310756957
2021-06-01T02:12,0.2705577689242986
2021-06-01T02:13,0.40055776892430117
2021-06-01T02:14,0.33555776892430345
2021-06-01T02:15,0.34555776892430146
2021-06-01T02:16,0.3755577689243026
2021-06-01T02:17,0.4105577689242992
2021-06-01T02:18,0.42555776892429975
2021-06-01T02:19,0.48055776892429947
2021-06-01T02:20,0.5155577689243032
2021-06-01T02:21,0.5905577689242989
2021-06-01T02:22,0.6705577689243043
2021-06-01T02:23,0.7105577689243034
2021-06-01T02:24,0.7655577689243032
2021-06-01T02:25,0.7805577689243037
2021-06-01T02:26,0.7955577689243043
2021-06-01T02:27,0.8305577689243009
2021-06-01T02:28,0.8255577689242983
2021-06-01T02:29,0.8205577689243029
2021-06-01T02:30,0.8255577689242983
2021-06-01T02:31,0.8855577689243006
2021-06-01T02:32,0.9055577689243037
2021-06-01T02:33,0.8905577689243032
2021-06-01T02:34,0.7905577689243017
2021-06-01T02:35,0.7405577689243046
2021-06-01T02:36,0.6455577689242986
2021-06-01T02:37,0.5555577689243023
2021-06-01T02:38,0.3855577689243006
2021-06-01T02:39,0.22555776892430401
2021-06-01T02:40,0.1705577689243043
2021-06-01T02:41,0.08055776892430089
2021-06-01T02:42,-0.029442231075698544
2021-06-01T02:43,-0.11944223107570195
2021-06-01T02:44,-0.2044422310756957
2021-06-01T02:45,-0.23444223107569684
2021-06-01T02:46,-0.3094422310756997
2021-06-01T02:47,-0.41444223107569655
2021-06-01T02:48,-0.4994422310756974
2021-06-01T02:49,-0.6294422310757
2021-06-01T02:50,-0.5644422310756951
2021-06-01T02:51,-0.32444223107570025
2021-06-01T02:52,-0.2844422310757011
2021-06-01T02:53,-0.21944223107569627
2021-06-01T02:54,-0.274442231075696
2021-06-01T02:55,-0.3044422310756971
2021-06-01T02:56,-0.3294422310756957
2021-06-01T02:57,-0.36944223107570195
2021-06-01T02:58,-0.399442231075696
2021-06-01T02:59,-0.4344422310756997
2021-06-01T03:00,-0.3044422310756971
2021-06-01T03:01,-0.06944223107569769
2021-06-01T03:02,0.06555776892430032
2021-06-01T03:03,0.06055776892430487
2021-06-01T03:04,0.1805577689243023
2021-06-01T03:05,0.3205577689243029
2021-06-01T03:06,0.4105577689242992
2021-06-01T03:07,0.4555577689243009
2021-06-01T03:08,0.5655577689243003
2021-06-01T03:09,0.6355577689243006
2021-06-01T03:10,0.7055577689243009
2021-06-01T03:11,0.7405577689243046
2021-06-01T03:12,0.7605577689243006
2021-06-01T03:13,0.8255577689242983
2021-06-01T03:14,0.8455577689243015
2021-06-01T03:15,0.8555577689242995
2021-06-01T03:16,0.8405577689242989
2021-06-01T03:17,0.8455577689243015
2021-06-01T03:18,0.8005577689242998
2021-06-01T03:19,0.8705577689243
2021-06-01T03:20,0.9005577689243012
2021-06-01T03:21,0.985557768924302
2021-06-01T03:22,1.0155577689243032
2021-06-01T03:23,1.0855577689243034
2021-06-01T03:24,1.1355577689243006
2021-06-01T03:25,1.1805577689243023
2021-06-01T03:26,1.2105577689243034
2021-06-01T03:27,1.2205577689243015
