recorded_time,temperature
2021-06-22T00:00,0.3433320568270588
2021-06-22T00:01,0.32833205682705824
2021-06-22T00:02,0.29333205682706165
2021-06-22T00:03,0.2733320568270585
2021-06-22T00:04,0.2783320568270611
2021-06-22T00:05,0.2433320568270645
2021-06-22T00:06,0.2433320568270645
2021-06-22T00:07,0.23833205682706193
2021-06-22T00:08,0.24833205682705994
2021-06-22T00:09,0.2433320568270645
2021-06-22T00:10,0.23833205682706193
2021-06-22T00:11,0.2533320568270625
2021-06-22T00:12,0.2533320568270625
2021-06-22T00:13,0.22333205682706136
2021-06-22T00:14,0.22333205682706136
2021-06-22T00:15,0.2183320568270588
2021-06-22T00:16,0.2183320568270588
2021-06-22T00:17,0.2433320568270645
2021-06-22T00:18,0.22333205682706136
2021-06-22T00:19,0.19333205682706023
2021-06-22T00:20,0.19833205682706279
2021-06-22T00:21,0.19333205682706023
2021-06-22T00:22,0.18333205682706222
2021-06-22T00:23,0.19833205682706279
2021-06-22T00:24,0.2083320568270608
2021-06-22T00:25,0.19333205682706023
2021-06-22T00:26,0.17833205682705966
2021-06-22T00:27,0.1633320568270591
2021-06-22T00:28,0.14333205682706307
2021-06-22T00:29,0.1383320568270605
2021-06-22T00:30,0.1383320568270605
2021-06-22T00:31,0.11333205682706193
2021-06-22T00:32,0.10333205682706392
2021-06-22T00:33,0.0833320568270608
2021-06-22T00:34,0.06333205682706478
2021-06-22T00:35,0.03833205682705909
2021-06-22T00:36,0.023332056827058523
2021-06-22T00:37,0.01833205682706307
2021-06-22T00:38,0.013332056827060512
2021-06-22T00:39,0.0033320568270625017
2021-06-22T00:40,-0.011667943172938067
2021-06-22T00:41,-0.03166794317294119
2021-06-22T00:42,-0.061667943172935225
2021-06-22T00:43,-0.05666794317293977
2021-06-22T00:44,0.05833205682706222
2021-06-22T00:45,0.08833205682706335
2021-06-22T00:46,0.11833205682706449
2021-06-22T00:47,0.19833205682706279
2021-06-22T00:48,0.2533320568270625
2021-06-22T00:49,0.2983320568270642
2021-06-22T00:50,0.3333320568270608
2021-06-22T00:51,0.4033320568270611
2021-06-22T00:52,0.4783320568270639
2021-06-22T00:53,0.5483320568270642
2021-06-22T00:54,0.5933320568270588
2021-06-22T00:55,0.6483320568270585
2021-06-22T00:56,0.6833320568270622
2021-06-22T00:57,0.7483320568270599
2021-06-22T00:58,0.7783320568270611
2021-06-22T00:59,0.8183320568270602
2021-06-22T01:00,0.8583320568270594
2021-06-22T01:01,0.8083320568270622
2021-06-22T01:02,0.7483320568270599
2021-06-22T01:03,0.7633320568270605
2021-06-22T01:04,0.8083320568270622
2021-06-22T01:05,0.8533320568270639
2021-06-22T01:06,0.883332056827058
2021-06-22T01:07,0.8633320568270619
2021-06-22T01:08,0.8683320568270645
2021-06-22T01:09,0.8633320568270619
2021-06-22T01:10,0.8783320568270625
2021-06-22T01:11,0.9233320568270642
2021-06-22T01:12,0.9683320568270588
2021-06-22T01:13,0.9933320568270645
2021-06-22T01:14,1.028332056827061
2021-06-22T01:15,1.0483320568270642
2021-06-22T01:16,1.0633320568270648
2021-06-22T01:17,1.0933320568270588
2021-06-22T01:18,1.103332056827064
2021-06-22T01:19,1.1283320568270625
2021-06-22T01:20,1.143332056827063
2021-06-22T01:21,1.1583320568270636
2021-06-22T01:22,1.0783320568270582
2021-06-22T01:23,0.9783320568270639
2021-06-22T01:24,0.9183320568270616
2021-06-22T01:25,0.8733320568270599
2021-06-22T01:26,0.8383320568270634
2021-06-22T01:27,0.8133320568270648
2021-06-22T01:28,0.7833320568270636
2021-06-22T01:29,0.7783320568270611
2021-06-22T01:30,0.7483320568270599
2021-06-22T01:31,0.7483320568270599
2021-06-22T01:32,0.7383320568270619
2021-06-22T01:33,0.7033320568270582
2021-06-22T01:34,0.6633320568270591
2021-06-22T01:35,0.6133320568270619
2021-06-22T01:36,0.5983320568270614
2021-06-22T01:37,0.5533320568270597
2021-06-22T01:38,0.5283320568270611
2021-06-22T01:39,0.5183320568270631
2021-06-22T01:40,0.5183320568270631
2021-06-22T01:41,0.5133320568270605
2021-06-22T01:42,0.4833320568270594
2021-06-22T01:43,0.47333205682706136
2021-06-22T01:44,0.4933320568270645
2021-06-22T01:45,0.5183320568270631
2021-06-22T01:46,0.508332056827058
2021-06-22T01:47,0.5233320568270585
2021-06-22T01:48,0.4833320568270594
2021-06-22T01:49,0.4783320568270639
2021-06-22T01:50,0.4033320568270611
2021-06-22T01:51,0.37333205682705994
2021-06-22T01:52,0.31833205682706023
2021-06-22T01:53,0.2983320568270642
2021-06-22T01:54,0.2433320568270645
2021-06-22T01:55,0.18333205682706222
2021-06-22T01:56,0.12333205682705994
2021-06-22T01:57,0.0933320568270588
2021-06-22T01:58,0.04333205682706165
2021-06-22T01:59,-0.006667943172935509
2021-06-22T02:00,-0.061667943172935225
2021-06-22T02:01,-0.12666794317294006
2021-06-22T02:02,-0.1666679431729392
2021-06-22T02:03,-0.23166794317293693
2021-06-22T02:04,-0.24166794317294205
2021-06-22T02:05,-0.28666794317293665
2021-06-22T02:06,-0.3266679431729358
2021-06-22T02:07,-0.3716679431729375
2021-06-22T02:08,-0.3466679431729389
2021-06-22T02:09,-0.2666679431729406
2021-06-22T02:10,-0.11666794317294205
2021-06-22T02:11,0.04333205682706165
2021-06-22T02:12,0.17833205682705966
2021-06-22T02:13,0.3083320568270622
2021-06-22T02:14,0.4133320568270591
2021-06-22T02:15,0.508332056827058
2021-06-22T02:16,0.6133320568270619
2021-06-22T02:17,0.6733320568270642
2021-06-22T02:18,0.7333320568270594
2021-06-22T02:19,0.8083320568270622
2021-06-22T02:20,0.8733320568270599
2021-06-22T02:21,0.9483320568270628
2021-06-22T02:22,0.9733320568270614
2021-06-22T02:23,0.9883320568270619
2021-06-22T02:24,1.0333320568270636
2021-06-22T02:25,1.0633320568270648
2021-06-22T02:26,1.0683320568270602
2021-06-22T02:27,1.1383320568270605
2021-06-22T02:28,1.1733320568270642
2021-06-22T02:29,1.1883320568270648
2021-06-22T02:30,1.2083320568270608
2021-06-22T02:31,1.1583320568270636
2021-06-22T02:32,1.0333320568270636
2021-06-22T02:33,0.8933320568270631
2021-06-22T02:34,0.7933320568270616
2021-06-22T02:35,0.7133320568270634
2021-06-22T02:36,0.6633320568270591
2021-06-22T02:37,0.6083320568270594
2021-06-22T02:38,0.5683320568270602
2021-06-22T02:39,0.5683320568270602
2021-06-22T02:40,0.5333320568270636
2021-06-22T02:41,0.5233320568270585
2021-06-22T02:42,0.48833205682706193
2021-06-22T02:43,0.4683320568270588
2021-06-22T02:44,0.44333205682706023
2021-06-22T02:45,0.4383320568270648
2021-06-22T02:46,0.4033320568270611
2021-06-22T02:47,0.3883320568270605
