type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
SKIN,2021-09-08T23:35:30,2021-09-09T06:08:30,393,33.030674300254454,15.400632911394496,249.64275647350587,0.4086322684601272,0.971926864311833
SKIN,2021-09-09T22:44,2021-09-10T05:07,383,33.020522193211484,-1.9441284987260588,245.65146406169515,0.31393748033179764,0.9407591935848455
SKIN,2021-09-11T01:40,2021-09-11T07:02,322,31.919316770186335,-356.22263544801535,771.4821528122993,0.5939411401612935,1.0862373070075844
SKIN,2021-09-12T01:36,2021-09-12T06:20:30,285,33.70284210526316,132.66740161303278,421.20527754642535,0.6576920319669515,1.1501041458546937
SKIN,2021-09-12T22:12:30,2021-09-13T06:38,505,32.43729702970297,-297.0921146001492,607.5727880347986,0.6548207714381455,1.095191940484026
SKIN,2021-09-13T23:36,2021-09-14T06:49:30,434,33.169366359447004,62.395360917891594,443.9963140300242,0.6200241026947324,1.06940271310913
SKIN,2021-09-14T21:36:30,2021-09-15T06:49,552,32.95022644927536,-38.803250652737916,452.5874500654172,0.5666239612994635,1.0405567266626221
SKIN,2021-09-15T22:40:30,2021-09-16T05:35:30,415,32.59180722891566,-163.33034331602175,457.68069288600236,0.5350832544815619,1.0350563494935556
SKIN,2021-09-17T04:34,2021-09-17T09:15,281,33.23864768683274,61.293263707571896,202.2380595228169,0.5167887402720365,1.0258615991895073
SKIN,2021-09-18T05:32:30,2021-09-18T10:13,280,32.78566071428572,-55.91980994815822,329.3357497128891,0.4884726079581726,1.028874540175099
SKIN,2021-09-18T21:17,2021-09-19T04:59:30,463,32.05509719222462,-414.4448460144922,1150.5277777278097,0.5265953346230546,1.0846979147000302
SKIN,2021-09-20T03:37,2021-09-20T08:45:30,309,32.88202265372168,-10.537486413042643,386.27485912595876,0.5025285648952529,1.088199681542914
SKIN,2021-09-20T22:33:30,2021-09-21T03:36:30,303,31.900940594059403,-297.2678640776667,715.5218252914492,0.5438756831105466,1.1090114442674577
SKIN,2021-09-22T04:11:30,2021-09-22T08:44,272,33.12863970588236,57.80412199240163,337.9964486004319,0.5325055024059907,1.1135940482464222
SKIN,2021-09-22T21:15:30,2021-09-23T06:47:30,572,32.33397727272727,-313.4819579287978,821.2256657727994,0.5254709528626254,1.1124621134137938
SKIN,2021-09-23T23:40:30,2021-09-24T04:17:30,277,31.815920577617327,-281.96414646902485,650.063146187691,0.5580723562486711,1.1245808432777513
SKIN,2021-09-24T21:55:30,2021-09-25T05:12,436,32.128463302752294,-286.53807142857295,842.2090492616408,0.5569660326945923,1.134841959119611
SKIN,2021-09-27T04:12,2021-09-27T08:35:30,264,32.786780303030305,0.1477857142836001,477.975545987254,0.5412634531531733,1.1456971659200097
SKIN,2021-09-28T02:18,2021-09-28T08:18:30,361,31.05788088642659,-623.7285178571437,1428.9572050923016,0.6416910242536074,1.1791338156316846
SKIN,2021-09-29T05:28:30,2021-09-29T09:04:30,216,30.76328703703704,-415.89653786574945,1128.607730132935,0.7445242084313473,1.2087675527710215
SKIN,2021-09-30T02:08,2021-09-30T08:31,383,31.53823759791123,-403.51716867469804,783.113669883227,0.754507393989513,1.2052765586397458
SKIN,2021-10-01T03:11,2021-10-01T08:37:30,327,32.463348623853214,-21.002981927711517,458.1009151372127,0.7363408119997534,1.2070145058070818
