type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
SKIN,2021-05-31T22:16:30,2021-06-01T04:15,358,33.263282122905025,83.7146812748997,213.71085051936097,0.884372029016864,1.3881514616542585
SKIN,2021-06-02T00:07,2021-06-02T06:06:30,360,33.70590277777777,234.46959483494538,302.527217436349,0.8760766526482171,1.3736008025322006
SKIN,2021-06-03T00:26,2021-06-03T06:23,357,32.80725490196078,-79.32087649402456,536.868803495192,0.8619407767695652,1.3690796020594667
SKIN,2021-06-03T23:30:30,2021-06-04T05:26:30,356,33.51358146067416,163.39798822566627,204.20727593032643,0.850565098923787,1.3529176340111115
SKIN,2021-06-04T23:07:30,2021-06-05T07:43:30,516,33.11092054263566,29.06225259675557,435.0129875987768,0.8466303112958955,1.3361607061883471
SKIN,2021-06-06T03:04:30,2021-06-06T07:43:30,279,33.29005376344086,65.69206099708208,249.8435757276602,0.8463931596870286,1.3279461406517348
SKIN,2021-06-07T00:33:30,2021-06-07T06:31,357,33.960406162464984,308.82951126453554,551.7531972771976,0.8512817141255544,1.3137208591865237
SKIN,2021-06-08T00:29,2021-06-08T07:11:30,403,33.06843672456576,-10.84101389465468,345.5808968542842,0.7887858657843735,1.2561505183653183
SKIN,2021-06-08T21:30:30,2021-06-09T06:58:30,568,32.24237676056338,-484.48170196566934,911.9406638022047,0.8070098469719674,1.2661188276292497
SKIN,2021-06-10T01:36:30,2021-06-10T07:15:30,339,33.056858407079645,-5.843406510324712,761.6186530962586,0.8072422988735208,1.2822500480488488
SKIN,2021-06-11T00:00,2021-06-11T07:12:30,433,33.790981524249425,301.2138610015245,467.1118792366469,0.8084681762353962,1.2703766750434446
SKIN,2021-06-12T00:12,2021-06-12T07:21,429,32.81932400932401,-109.29701000864043,207.4933764495654,0.8066091965911518,1.254322418686953
SKIN,2021-06-13T00:43,2021-06-13T07:23:30,401,32.815785536159595,-98.99167389490322,369.5642630936345,0.8090933084809702,1.2513927698744334
SKIN,2021-06-13T23:10:30,2021-06-14T06:53:30,463,33.90579913606911,377.863792642871,381.34239263588097,0.8164817363166035,1.2434666330266564
SKIN,2021-06-14T22:22,2021-06-15T06:36:30,495,34.0869292929293,493.63907636764634,729.3539769032504,0.8320617360913058,1.24589590577709
SKIN,2021-06-16T00:44:30,2021-06-16T06:22:30,338,33.46674556213018,94.51974952362616,379.4399726331467,0.7095596989287568,1.1708231545571972
SKIN,2021-06-16T23:43,2021-06-17T06:43,420,33.79327380952381,216.97446386736556,297.0755543941632,0.7018734154900926,1.1547597293496303
SKIN,2021-06-17T23:50:30,2021-06-18T04:29:30,279,33.06777777777778,-58.28035614524924,57.98211545671802,0.6928682674029798,1.1414978172000065
SKIN,2021-06-19T01:26,2021-06-19T07:51,385,33.758584415584416,146.37112982757571,377.8448753168341,0.6653844445174031,1.1232842425504093
SKIN,2021-06-19T23:08,2021-06-20T06:10:30,422,32.99194312796209,-120.15387201898011,502.98314564256,0.6063264471822201,1.1046405210436354
SKIN,2021-06-21T00:35,2021-06-21T04:54,259,32.973262548262554,-78.58199728178988,324.6463200649014,0.5650511214169728,1.0867004675261565
SKIN,2021-06-21T23:37:30,2021-06-22T08:18,520,33.396298076923074,62.20766955007275,240.12431062664837,0.5001854563638146,1.0499420010327365
SKIN,2021-06-22T23:32:30,2021-06-23T05:04:30,332,33.6189156626506,91.54559449958833,198.96026829001494,0.4924325181159375,1.0421641578111265
SKIN,2021-06-23T21:51:30,2021-06-24T06:37,525,32.34879047619047,-487.13567016578963,1161.871418662602,0.46968271225797303,1.0522892222870404
SKIN,2021-06-24T23:37,2021-06-25T07:27:30,471,33.31942675159236,6.917338709676187,677.1230866769329,0.4626869538910119,1.0528001494001817
SKIN,2021-06-26T04:02:30,2021-06-26T07:53:30,231,33.87824675324675,132.48000051366216,160.7053057840676,0.46500044341860924,1.0375937351108127
SKIN,2021-06-26T23:56,2021-06-27T08:23,507,33.05028599605522,-129.00831056092284,387.48909791675396,0.46355146046206264,1.0294718161634604
SKIN,2021-06-28T01:55,2021-06-28T06:21:30,267,32.501029962546816,-207.09534082717437,561.7310537166195,0.481825035830723,1.0386186348768363
SKIN,2021-06-29T04:19:30,2021-06-29T07:50,210,33.669809523809526,76.66454592151149,187.16676191124134,0.48490843770707337,1.0424738355923304
SKIN,2021-06-29T21:05,2021-06-30T07:31,626,32.71900159744409,-349.0991324262577,1362.9160384756979,0.49407815757236134,1.0652218190456224
SKIN,2021-06-30T22:51:30,2021-07-01T02:11,199,32.95082914572865,-49.68194345461325,75.59308319311822,0.4974275089064913,1.0674348309598913
